,,,,,,Arabic,,,,Translations,,,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,10,65,أصَابَ,يُصيبُ,,618.m4a,to befall,,(کوئی چیز) آ پڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,11,73,أطَاعَ,يُطيعُ,,619.m4a,to obey,,اطاعت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,12,18,أنَابَ,يُنيبُ,,620.m4a,to turn to sb,,کسی کی طرف رُخ کرنا، متوجہ ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,13,17,أهَانَ,يُهينُ,,621.m4a,to humiliate,,ذلیل و رُسوا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,1,53,أَحۡيَا,يُحيي,,622.m4a,to Give Life,,زندگی دینا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,2,18,أَخۡفَى,يُخفِي,,623.m4a,to Conceal,,چھپانا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,3,75,أَلۡقَى,يُلقِي,,624.m4a,to Throw/Cast /Place,,ڈالنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,4,23,أَنجَى,يُنجِي,,625.m4a,to Rescue/ Save/ Deliver,,بچانا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,5,15,أذَى,يُؤذِي,,626.m4a,to harm,,دُکھ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,6,17,أدرَى,يُدرِي,,627.m4a,to know,,باخبر کرنا، علم میں لانا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,7,30,أَغۡنَى,يُغنِي,,628.m4a,to Avail/ aid,,کام آنا، غنی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,8,72,أَوۡحَى,يُوحِي,,629.m4a,to Reveal/ Inspire,,وحی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,9,42,أرَى,يُري,,630.m4a,to show,,دِکھانا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,10,18,أَوۡفَى,يُوفِي,,631.m4a,to Fulfill,,پورا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,11,17,أيقَنَ,يُوقِنُ,,632.m4a,to believe firmly,,پختہ یقین کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,12,812,اٰمَنَ,يُؤمِنُ,,633.m4a,to believe,,ایمان لانا,,,,,,,,,,,,,,,,,,,,
verb,1,45,32,13,275,اٰتٰى,يُؤتِي,,634.m4a,to give,,دینا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,1,68,أضَلَّ,يُضلُّ,,635.m4a,to leave in error,,گمراہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,2,17,أتَمَّ,يُتِمُّ,,636.m4a,to complete,,پورا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,3,64,أحَبَّ,يُحِبُّ,,637.m4a,to love,,پسند کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,4,21,أحَلَّ,يُحِلُّ,,638.m4a,to make lawful,,حلال کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,5,20,أسَرَّ,يُسرُّ,,639.m4a,to conceal,,چھپانا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,6,20,أعَدَّ,يُعدُّ,,640.m4a,to prepare,,تیار کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,7,15,أتبَعَ,يُتبِعُ,,641.m4a,to follow,,پیچھا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,8,11,أذهَبَ,يُذهبُ,,642.m4a,to make away,,لے جانا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,9,15,أطعَمَ,يُطعِمُ,,643.m4a,to feed,,کھلانا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,10,18,أنظَرَ,يُنظِرُ,,644.m4a,to give respite,,مہلت دینا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,11,17,أنعَمَ,يُنعِمُ,,645.m4a,to favor,,نعمت سے نوازنا,,,,,,,,,,,,,,,,,,,,
verb,1,46,33,12,13,أحضَرَ,يُحضِرُ,,646.m4a,to brought,,حاضر کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,1,18,تَبَيَّنَ,يَتبيّنُ,,647.m4a,To become clear,,کسی چیز کا ازخود واضح ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,2,51,تَذَكَّرَ,يَتَذكّرُ,,648.m4a,to receive admonition,,نصیحت پکڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,3,17,تَرَبَّصَ,يَتربَّصُ,,649.m4a,"To Wait, watch for opportunity",,انتظار کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,4,9,تَصَدّقَ,يَتَصدّقُ,,650.m4a,to give charity,,صدقہ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,5,10,تفَرّقَ,يَتفرّقُ,,651.m4a,to divide,,الگ ہونا / تقسیم کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,6,17,تَفَكَّر,يَتفَكّرُ,,652.m4a,To ponder (think) over/ reflect,,غور کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,7,10,تَقَبّل,يَتَقَبّلُ,,653.m4a,to accept,,قبول کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,8,9,تَكَبَرَ,يَتَكبّرُ,,654.m4a,to be arrogant,,تکبر کرنا / مغرور ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,9,11,تَمتَّعَ,يَتمتّعُ,,655.m4a,to enjoy,,لطف اندوز ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,10,44,تَوَكَّلَ,يَتَوكّلُ,,656.m4a,to Rely on,,بھروسہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,47,34,11,79,تَوَلَّي,يَتَولّى,,657.m4a,"To turn away, to take for a friend",,دوستی کرنا، منہ موڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,34,12,25,تَوَفّٰی,يَتَوَفّٰی,,658.m4a,"To take, to receive in full",,جان نکالنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,1,9,تَبَارَكَ,يَتبَاركُ,,659.m4a,To be blessed/ exalted,,برکت والا ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,2,9,تَسَاءَل,يَتسَاءلُ,,660.m4a,to Wonder,,باہم سوال کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,3,10,تَشابَه,يَتشابَهُ,,661.m4a,to look alike,,ایک دوسرے کے مانند ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,4,7,تَنَازع,يَتنازَعُ,,662.m4a,to dispute,,آپس میں اختلاف کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,5,21,تَعَالى,يَتعَالى,,663.m4a,exalted,,بلند ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,6,5,اِنْشَقَّ,يَنشَقُّ,,664.m4a,cracking,,پھٹنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,7,9,اِنْطَلَقَ,يَنطَلِقُ,,665.m4a,departure,,چلنا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,8,22,اِنۡقَلَبَ,يَنقلِبُ,,666.m4a,To turn around,,پھر جانا، اُلٹ جانا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,9,3,اِبۡيَضَّ,يَبيَضُّ,,667.m4a,To become white,,سفید ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,48,35,10,5,اِسْوَدَّ,يَسوَدُّ,,668.m4a,To become black,,کالا ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,1,140,ٱتَّبَعَ,يَتَّبِعُ,,669.m4a,to Follow,,پیروی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,2,52,اِخْتَلَفَ,يَختَلِفُ,,670.m4a,To differ,,اختلاف کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,3,18,اِسْتَمَعَ,يَستَمِعُ,,671.m4a,to listen with attention,,توجہ سے سننا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,4,61,اِهۡتَدٰى,يَهتَدِي,,672.m4a,to be guided/ Follow the right path,,ہدایت پانا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,5,35,اِسْتَوٰى,يَستَوِي,,673.m4a,to direct,,سیدھا ہونا، برابر ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,6,21,اِشْتَرٰي,يَشْتَرِي,,674.m4a,to purchase,,خریدنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,7,18,اِعْتَدٰى,يَعتَدِي,,675.m4a,to transgress,,اہتمام سے تجاوز کرنا، زیادتی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,8,58,اِفْتَرٰى,يَفتَرِي,,676.m4a,to fabricate a lie,,جھوٹ باندھنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,9,20,اِنۡتَهٰى,يَنتَهِي,,677.m4a,To refrain/ end,,رک جانا، چھوڑ دینا,Same word,,,,,,,,,,,,,,,,,,,
verb,1,49,36,9,20,اِنْتَهٰي,يَنْتَهِي,,678.m4a,to stop doing st,,رک جانا، چھوڑ دینا,Same word,,,,,,,,,,,,,,,,,,,
verb,1,49,36,10,48,اِبۡتَغٰي,يَبتَغِي,,679.m4a,To seek,,چاہنا، تلاش کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,11,215,اِتَّقٰی,يَتَّقِي,,680.m4a,to Fear Allah,,ڈرنا، بچنا، پرہیزگاری اختیار کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,49,36,12,128,اِتَّخَذَ,يَتَّخِذُ,,681.m4a,to Take,,اختیار کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,1,12,اِسْتَأذَنَ,يَستَأذِنُ,,682.m4a,to ask for permission,,اجازت مانگنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,2,13,اِسْتَضْعَفَ,يَستَضعِفُ,,683.m4a,to oppress,,کمزور سمجھنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,3,20,اِسۡتَعْجَلَ,يَستَعْجِلُ,,684.m4a,To be impatient/ to urge impatiently,,جلدی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,4,42,اِسۡتَغْفَرَ,يَستَغفِرُ,,685.m4a,To ask forgiveness,,مغفرت چاہنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,5,48,اِسۡتَكبَرَ,يَستَكبِرُ,,686.m4a,To act arrogantly,,گھمنڈ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,6,23,اِسۡتَهزَأَ,يَستَهزِئُ,,687.m4a,To mock/ ridicule,,ٹھٹھا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,7,47,اِسْتَقَامَ,يَستَقيمُ,,688.m4a,To be on the right path,,ثابت قدم رہنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,8,42,اِسْتَطَاعَ,يَستَطِيعُ,,689.m4a,To be able to,,کرسکنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,9,28,اِسْتَجَابَ,يَستَجِيبُ,,690.m4a,To respond/ accept,,قبول کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,10,10,اِسْتَحْيٰ,يَستَحيِِی,,691.m4a,to be ashamed of,,زندہ رکھنا / شرمانا,,,,,,,,,,,,,,,,,,,,
verb,1,50,37,11,14,اِسْتَقَرَّ,يَستَقِرُّ,,692.m4a,to remain (in a place),,قرار پکڑنا، ٹھہرنا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,1,,ضَرَبَ في,,,693.m4a,went forth,,زمین میں گھوما، پھرا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,2,,ضَرَبَ لِ,,,694.m4a,mentioned,,بیان کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,3,,ضَرَبَ عَلى,,,695.m4a,struck upon,,لازم کیا، لگا دیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,4,,ضَرَبَ مثلاً,,,696.m4a,gave example,,مثال دی,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,5,,عَفَا,,,697.m4a,abound,,بڑھا، زیادہ ہوا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,6,,عَفَا عَن,,,698.m4a,forgave,,معاف کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,7,,قَضَى,,,699.m4a,decreed,,حکم سنایا، پورا کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,8,,قَضَى بَينَ,,,700.m4a,judged,,فیصلہ کیا، معاملہ طے کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,9,,قَضَى عَلَى,,,701.m4a,killed,,ختم کیا، کام تمام کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,10,,وَضَعَ,,,702.m4a,put,,رکھا، اُتارا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,11,,وَضَعَ عَن,,,703.m4a,removed,,اُتارا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,12,,وَلَّى,,,704.m4a,turned,,منہ پھیرا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,13,,وَلَّى إلى,,,705.m4a,turned to,,رُخ کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,14,,وَلَّى عن,,,706.m4a,turned away from,,اعراض کیا، منہ پھیرا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,1,,أَتَى,,,707.m4a,came,,آیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,2,,أتَى بـِ,,,708.m4a,came with,,لایا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,3,,بَغَى,,,709.m4a,sought,,چاہا، ظلم و زیادتی کی، زنا کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,4,,بَغَى عَلَى,,,710.m4a,oppressed,,زیادتی یا سرکشی کی,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,5,,تَابَ,,,711.m4a,turned to,,توبہ کی,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,5,,تَابَ إلى,,,712.m4a,repented,,توبہ کی,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,6,,تَابَ عَلَى,,,713.m4a,accepted repentance,,توبہ قبول کی,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,7,,جَاءَ,,,714.m4a,came,,آیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,8,,جَاءَ بـِ,,,715.m4a,came with,,لایا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,9,,ذَهَبَ,,,716.m4a,went,,گیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,10,,ذَهَبَ بـِ,,,717.m4a,went with,,لے گیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,11,,ذَهَبَ عَن,,,718.m4a,went away,,دور کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,12,,رَضِيَ,,,719.m4a,was contented,,مان لیا، پسند کیا,,,,,,,,,,,,,,,,,,,,
verb,1,51,38,13,,رَضِيَ عَن,,,720.m4a,pleased with sb,,خوش ہوا (کسی سے),,,,,,,,,,,,,,,,,,,,
verb,1,51,38,14,,ضَرَبَ,,,721.m4a,struck,,مارا,,,,,,,,,,,,,,,,,,,,
